20854	SA
13035	BS
20033	BS
16738	EC
18647	KP
33710	SA
12711	EC
10802	EC
9962	EC
208	BS
12650	EC
8098	BS
13756	KP
35282	SA
17510	EC
11386	BS
12649	EC
7545	BS
23156	EC
21924	SA
4309	BS
17603	SA
323	BS
25938	EC
14051	SA
369	EC
10279	KP
13337	EC
24974	SA
16604	BS
11468	BS
452	BS
12271	BS
10362	BS
312	EC
14040	BS
14999	SA
12064	EC
35297	KP
15616	BS
13246	SA
15876	BS
21170	BS
13967	KP
6511	EC
20213	EC
12760	BS
30629	SA
1222	BS
25476	BS
18234	BS
14416	SA
10738	EC
8101	BS
33440	KP
10532	SA
1056	BS
8417	EC
7099	EC
33756	SA
31847	BS
2440	BS
19133	SA
12088	BS
5619	EC
17595	SA
22640	EC
32928	BS
15747	EC
10823	BS
16550	SA
14641	BS
1732	SA
13958	EC
17776	BS
28081	SA
12992	BS
33517	SA
12518	BS
25054	SA
28746	BS
24928	EC
24049	SA
10869	EC
12085	SA
10432	BS
11411	SA
23616	SA
1077	SA
9690	SA
22801	EC
21202	BS
15908	BS
19136	EC
11250	EC
34826	BS
19554	BS
1601	BS
11972	BS
29666	EC
10143	KP
11712	SA
10244	BS
818	BS
10728	EC
10160	BS
27814	KP
22678	EC
0	SA
2870	EC
20390	SA
19621	BS
14114	KP
29123	EC
15943	SA
8928	BS
20471	BS
26448	KP
35421	SA
3037	SA
10604	EC
26800	BS
117	EC
26279	KP
14253	EC
10435	BS
16649	SA
10672	SA
29679	EC
21793	KP
9408	SA
11839	BS
20010	BS
16625	EC
11118	BS
11563	BS
10616	EC
34271	EC
17090	KP
35181	SA
29887	EC
10364	BS
3758	BS
25096	EC
21278	SA
7613	BS
4386	EC
27042	SA
23224	SA
17680	BS
10941	SA
26988	BS
13192	BS
11283	EC
1216	BS
25640	KP
8340	SA
20133	EC
12134	SA
31247	SA
10248	BS
12618	SA
24567	BS
19140	BS
34692	KP
11784	BS
25895	BS
4274	EC
25021	BS
15909	SA
23408	KP
17864	BS
5896	KP
36005	BS
20916	EC
1282	SA
12917	BS
23181	BS
15978	SA
1626	BS
14959	EC
10891	EC
14642	EC
21786	KP
10149	SA
34608	BS
30540	BS
19336	SA
15518	EC
9315	SA
17473	BS
25481	KP
10026	EC
14252	KP
2416	SA
10574	BS
9999	SA
11223	SA
9350	BS
19667	EC
21143	BS
23052	EC
13821	EC
17988	BS
20012	EC
15074	EC
31500	EC
1025	BS
15615	BS
17524	BS
10294	SA
11425	BS
10209	SA
14610	BS
12240	BS
27192	KP
25283	SA
23374	SA
10591	EC
7020	KP
11360	BS
29936	BS
10413	SA
33292	KP
15520	SA
10384	SA
17754	EC
13936	BS
16480	BS
20115	EC
12662	BS
17137	KP
19046	BS
8153	BS
33492	EC
10584	EC
31345	KP
23892	EC
13938	KP
36332	SA
15333	KP
13068	SA
8087	EC
30926	BS
23107	KP
11836	KP
10730	EC
2620	EC
12991	SA
4112	EC
12270	BS
36641	KP
11824	BS
4173	BS
23011	EC
11334	BS
13704	EC
27985	SA
2213	EC
32421	BS
11422	SA
24077	KP
35705	BS
32478	SA
18524	BS
19190	BS
12451	SA
8540	SA
12880	BS
22242	BS
36700	BS
10565	KP
23570	BS
10064	SA
22461	SA
18631	EC
11586	SA
1519	EC
2732	EC
14958	KP
30192	BS
17079	EC
1035	BS
24519	SA
14797	EC
26827	SA
11122	BS
4039	BS
36423	KP
31287	SA
11606	BS
11229	BS
1090	BS
20934	BS
14167	KP
20834	EC
11106	BS
22179	BS
28779	BS
13074	SA
9823	SA
25434	BS
12651	EC
20978	BS
10044	EC
9509	BS
32939	EC
19576	BS
31833	BS
18470	EC
14069	EC
9894	EC
24914	KP
32453	BS
30544	EC
13363	SA
22209	SA
23713	BS
20486	EC
17994	BS
12433	SA
33138	SA
14048	EC
11710	BS
2317	BS
30672	BS
13491	EC
11582	BS
23672	KP
25581	EC
18688	BS
4314	KP
1087	SA
16419	BS
15453	EC
11635	EC
19455	BS
16269	BS
11610	BS
14080	EC
24018	EC
18474	BS
20601	EC
16769	SA
11985	SA
11027	BS
7249	SA
18634	BS
14816	BS
30354	SA
26969	BS
11264	BS
9488	EC
26417	SA
13634	KP
18041	EC
10405	BS
28763	SA
15217	EC
28498	KP
27907	SA
14111	EC
18319	BS
10433	EC
34828	BS
32919	SA
17647	EC
19696	SA
13969	BS
6996	BS
18015	KP
23925	SA
1114	KP
17158	KP
5344	SA
28000	EC
14820	EC
6522	EC
35929	SA
2704	KP
1386	BS
19744	BS
15926	BS
18266	BS
15251	EC
17160	EC
13482	EC
19023	SA
10069	BS
15205	SA
11186	BS
5826	SA
27164	SA
23346	SA
14241	EC
15347	BS
12890	EC
10981	BS
7091	SA
20202	EC
18816	EC
10480	SA
35388	BS
15707	BS
9504	KP
17662	EC
15776	EC
1910	EC
29975	EC
10452	EC
22719	EC
16675	BS
25296	BS
3162	BS
16706	BS
17297	EC
35281	EC
10464	SA
16191	SA
9867	EC
13000	SA
23690	SA
10144	EC
19896	KP
1943	BS
23281	BS
1101	SA
13327	EC
17178	EC
10610	BS
1370	EC
32555	SA
15374	BS
28434	BS
22707	KP
10640	SA
14708	SA
10050	EC
8028	BS
19413	BS
2051	BS
14145	SA
2156	KP
26690	BS
13144	EC
24335	EC
14973	EC
15497	EC
5266	SA
1448	BS
12129	EC
767	EC
36812	KP
13904	KP
36181	BS
17091	EC
10365	EC
24481	EC
18205	SA
35666	KP
16576	BS
10849	EC
5666	KP
23186	EC
11020	EC
30178	SA
16224	EC
12406	BS
25952	EC
1036	BS
19407	SA
11521	SA
21777	SA
32728	BS
17456	EC
857	EC
20129	EC
1865	BS
7195	BS
33852	SA
10944	BS
12853	EC
18232	EC
16323	BS
15619	SA
28840	BS
12067	KP
27552	EC
14006	BS
25643	EC
15198	BS
16352	KP
1149	SA
13347	BS
27946	BS
12241	BS
7218	BS
15376	SA
6252	EC
35659	SA
18478	SA
10592	SA
20466	BS
26193	EC
7115	KP
11455	SA
6760	EC
20462	EC
32098	BS
10508	SA
5663	EC
17889	BS
23183	EC
1135	BS
27403	EC
22267	SA
24176	SA
376	SA
34512	BS
11604	BS
2128	BS
7413	SA
21115	EC
16177	BS
15025	EC
13116	BS
14945	KP
10643	BS
14461	SA
14224	SA
22226	BS
10955	BS
26044	EC
13261	BS
4190	BS
10689	BS
29203	BS
19841	EC
10656	EC
34912	EC
13913	BS
19666	EC
11780	KP
33281	BS
13600	EC
12983	BS
16010	BS
1344	BS
32173	SA
1107	BS
9666	BS
3939	KP
28504	KP
21459	BS
25277	SA
800	SA
17278	SA
9699	EC
22560	SA
10743	KP
14561	EC
9826	BS
21619	BS
10068	EC
12964	BS
14196	BS
36403	EC
15404	BS
11726	EC
32639	SA
15458	BS
15810	BS
10674	EC
13584	BS
17345	BS
34786	SA
15696	SA
27983	EC
10619	KP
19530	BS
10576	SA
2418	KP
5130	BS
1312	BS
13298	BS
26024	BS
14753	BS
10935	SA
10214	EC
18312	SA
14517	SA
16426	EC
22883	BS
20928	EC
6165	SA
11823	EC
16199	KP
22836	EC
13008	SA
5895	EC
24733	EC
11227	SA
8463	EC
2736	KP
10894	BS
32130	SA
11131	SA
13040	BS
13761	SA
15316	BS
11638	SA
7729	BS
17796	EC
22263	BS
14801	BS
16710	SA
33494	BS
10586	BS
14994	KP
24356	EC
29934	SA
10411	KP
22126	BS
24035	SA
28530	EC
22803	EC
33217	SA
25764	KP
16036	EC
11252	BS
34144	SA
22873	EC
13045	EC
10818	BS
10195	KP
30928	BS
13747	EC
11377	BS
11004	SA
36322	KP
11505	KP
17549	EC
17806	KP
25888	BS
22106	SA
17168	EC
20385	BS
3712	BS
30960	EC
25050	SA
15938	EC
17893	BS
1651	BS
21600	EC
14707	SA
464	EC
33282	BS
14192	EC
13601	BS
4819	BS
28066	EC
22339	SA
12977	KP
20579	SA
24397	BS
22488	KP
21382	BS
35488	EC
14489	BS
10322	BS
11349	BS
10705	BS
7649	BS
1672	BS
28140	SA
21095	SA
1666	EC
14960	BS
3747	BS
23176	EC
12116	KP
24155	BS
36704	EC
12478	SA
21979	BS
11410	KP
6397	KP
4488	KP
13964	EC
17782	EC
7147	BS
5238	BS
13396	BS
29858	EC
10335	BS
32622	BS
17350	BS
13672	BS
20944	BS
11216	KP
13171	KP
20596	KP
2140	BS
16275	BS
12597	SA
5950	EC
23470	EC
8419	SA
690	BS
16577	EC
8951	EC
11016	BS
25312	BS
20176	EC
22085	BS
17638	KP
16532	KP
11025	EC
782	BS
6352	BS
35759	SA
10692	BS
35936	SA
26208	BS
9217	BS
1331	BS
28752	KP
19024	EC
15346	BS
24848	KP
21296	BS
19421	KP
14690	BS
16849	BS
26454	SA
1889	KP
24545	SA
23033	KP
11762	BS
11041	EC
20078	BS
2558	SA
32768	EC
30859	SA
1452	BS
21238	SA
21861	BS
12133	EC
28232	EC
24414	EC
26323	BS
12877	EC
20080	BS
14786	EC
10968	EC
8224	EC
3088	BS
16382	SA
14496	BS
22416	EC
24325	BS
7202	BS
11542	SA
2262	BS
12579	BS
17715	SA
21534	SA
11089	BS
13714	EC
16775	BS
27759	KP
21782	EC
771	BS
18567	EC
10722	KP
1432	SA
22081	BS
12969	EC
31649	EC
18286	KP
29428	EC
21542	KP
25360	SA
15452	BS
17361	BS
21136	BS
13683	KP
12736	BS
30848	EC
19394	EC
12655	KP
34370	EC
17439	BS
18728	KP
33114	BS
12115	KP
16368	EC
24064	KP
264	SA
2016	EC
4626	SA
1399	EC
11281	EC
11782	BS
6087	BS
2269	BS
16809	KP
13257	SA
6637	EC
14795	BS
10675	BS
1240	BS
11557	EC
8508	BS
2531	SA
19770	SA
20178	BS
12179	BS
11073	BS
28368	BS
22391	EC
21800	KP
32990	EC
17968	SA
4461	BS
35777	SA
19914	EC
26049	BS
21265	BS
29774	EC
12160	SA
16317	EC
4147	EC
11714	BS
6289	BS
25127	SA
29818	SA
16022	BS
29122	BS
17851	EC
32448	EC
13358	BS
14709	BS
10641	SA
33858	BS
12859	BS
24147	SA
19921	BS
12876	SA
8305	BS
10736	BS
8128	SA
16286	EC
18009	BS
1131	BS
22388	KP
35600	EC
13283	KP
10813	SA
25612	EC
12106	EC
21569	EC
11000	BS
24520	EC
11014	EC
21999	EC
13511	BS
35515	BS
29971	BS
18334	SA
13550	BS
31087	BS
13315	EC
25264	BS
6232	BS
12481	SA
11754	EC
26738	KP
11033	BS
11040	BS
23869	EC
31384	BS
11703	SA
6477	SA
25315	EC
17862	KP
20179	BS
11074	SA
31327	BS
12237	SA
29115	BS
1800	SA
22748	SA
4167	EC
13643	BS
17321	EC
11179	BS
13052	SA
7345	KP
5436	EC
18730	SA
8897	KP
18007	BS
11271	BS
26335	BS
14658	KP
12219	KP
33264	BS
14174	EC
9996	EC
23698	SA
19106	EC
11220	BS
3660	EC
15886	KP
25248	SA
21180	BS
11226	BS
14031	KP
33424	EC
25971	EC
16143	EC
11303	SA
8144	BS
665	EC
13802	BS
24175	SA
3234	BS
11392	EC
7316	SA
4089	SA
11656	BS
9538	BS
25149	EC
21081	SA
11969	BS
1147	BS
24306	BS
11523	BS
30626	SA
11536	BS
11562	BS
27812	BS
22676	BS
11616	EC
24556	EC
20738	BS
26368	KP
30766	EC
13585	BS
33712	EC
32394	SA
1328	SA
1382	SA
11699	BS
23988	BS
26014	BS
18561	SA
11822	BS
16435	SA
23402	BS
15403	BS
132	KP
4265	BS
19718	EC
11832	EC
22164	SA
36292	KP
16611	SA
2145	SA
14962	BS
26067	EC
26005	KP
14734	EC
1190	SA
15763	KP
11945	BS
18435	BS
26694	SA
24785	EC
26148	SA
24239	BS
16786	BS
23623	EC
7606	BS
11946	BS
21186	SA
11955	BS
13983	EC
21436	BS
9229	EC
18705	SA
1343	EC
22167	EC
19675	BS
15997	EC
9057	SA
7148	EC
35714	EC
30578	SA
12806	BS
33037	BS
25584	EC
12038	BS
22247	SA
13142	BS
12568	SA
12136	EC
28221	BS
26312	EC
22634	BS
12189	BS
22562	EC
24471	BS
17578	EC
33737	SA
2421	KP
16556	EC
12738	EC
24212	BS
1556	KP
12403	BS
20706	EC
26433	EC
6083	SA
36808	SA
19627	EC
13650	EC
16704	SA
16220	EC
25994	EC
12448	KP
15945	BS
25307	BS
23584	KP
28010	BS
1536	SA
35102	BS
23831	SA
14103	BS
3384	EC
24131	KP
12454	EC
33003	SA
23641	SA
35513	EC
13196	EC
2420	BS
12737	BS
856	EC
19720	EC
12490	KP
22590	KP
12636	EC
3440	EC
15666	SA
35620	EC
12712	BS
13760	EC
12813	EC
16656	BS
12838	SA
24929	BS
1284	SA
2506	KP
24554	BS
3356	BS
16650	BS
8538	BS
4470	SA
24149	EC
12878	EC
1600	SA
29136	EC
15956	BS
7337	EC
35903	EC
14904	BS
13586	EC
15203	BS
32570	SA
13480	BS
14538	EC
12889	SA
26177	EC
3733	SA
25071	BS
4720	EC
16946	EC
6424	EC
4515	SA
1288	BS
6442	BS
20144	EC
2624	BS
26035	SA
19900	SA
16673	SA
17779	EC
32834	BS
23106	BS
33924	EC
1290	BS
12980	EC
13013	EC
6999	BS
18018	EC
222	SA
22775	SA
13047	EC
13099	EC
28096	BS
24278	SA
34217	SA
13218	BS
8354	KP
33693	EC
17830	EC
7634	BS
34882	EC
32973	EC
21336	EC
22498	EC
15116	SA
13393	EC
36313	SA
33086	BS
13405	BS
24475	BS
13415	BS
13453	SA
13746	BS
6769	KP
26198	BS
21905	EC
7703	EC
6385	BS
15861	BS
22609	EC
34503	SA
13504	EC
2687	KP
25343	SA
9872	SA
21665	BS
30707	BS
17344	EC
13666	SA
13716	SA
8051	BS
6142	KP
2324	SA
16459	BS
4266	EC
32832	BS
19719	EC
13742	EC
7522	BS
13771	BS
25857	BS
242	SA
13790	KP
19920	EC
9456	KP
13796	SA
22432	BS
14433	KP
1391	EC
4544	EC
27200	EC
20155	BS
13985	BS
14970	BS
1676	EC
16105	BS
1439	BS
14133	BS
16507	KP
3395	EC
26051	SA
31555	EC
14374	SA
6002	SA
14160	BS
35168	EC
14169	BS
19317	BS
18211	BS
2450	EC
14676	BS
23954	BS
14226	SA
2133	BS
14227	BS
5082	BS
16717	BS
6115	KP
14273	EC
31749	SA
2342	SA
32769	EC
17497	SA
14306	KP
24137	BS
26046	EC
18770	KP
14369	KP
21009	BS
17374	SA
27779	SA
255	BS
26898	BS
14420	BS
14424	BS
1680	SA
26002	BS
14731	KP
24597	BS
21536	EC
16598	BS
1443	EC
22456	BS
24912	BS
22480	BS
18549	EC
14481	EC
16115	EC
18024	SA
14507	EC
19935	BS
21411	SA
540	BS
14518	SA
6416	EC
14574	EC
1555	BS
71	EC
14606	EC
1826	EC
14630	EC
5330	BS
19465	BS
1738	KP
2705	SA
24043	SA
14681	BS
2708	EC
14684	BS
14705	SA
22193	SA
21602	SA
14710	BS
21622	SA
35728	EC
14729	KP
4084	BS
19537	EC
16190	SA
32540	SA
17518	BS
16033	SA
3426	EC
14811	SA
35844	BS
18663	BS
14845	BS
35955	SA
2730	BS
26227	SA
14956	EC
25453	EC
28820	KP
228	SA
32998	BS
1682	BS
19010	BS
21693	SA
15040	SA
20489	EC
16168	SA
15062	KP
7472	BS
1745	BS
1508	BS
23923	BS
33696	EC
15924	SA
25172	SA
15218	EC
88	BS
17600	SA
25799	SA
184	BS
15230	KP
186	KP
15232	EC
15242	BS
33379	SA
17516	BS
27014	KP
19561	EC
25105	SA
15383	BS
24204	SA
22481	EC
1539	EC
30970	SA
23151	EC
1813	BS
15448	EC
22491	BS
1549	EC
17460	EC
31368	SA
17414	BS
15505	BS
4442	EC
2533	KP
18577	EC
15516	SA
1553	BS
34716	BS
15626	EC
15760	EC
18280	SA
34924	BS
15834	BS
29021	KP
15841	EC
23875	KP
6435	BS
22046	EC
3755	BS
23184	KP
24502	EC
15973	EC
7827	BS
23438	SA
15985	SA
20353	EC
16032	BS
18979	EC
17873	EC
16044	KP
448	BS
16085	EC
20684	BS
18001	SA
9094	EC
31933	KP
24114	BS
3132	BS
26995	BS
19176	EC
31419	EC
27784	EC
23966	BS
16147	SA
16170	KP
16264	KP
25146	SA
2932	EC
18976	EC
17147	SA
21026	EC
16800	SA
25546	BS
21728	BS
1635	EC
18290	SA
16381	BS
3811	EC
27308	EC
21331	BS
756	BS
4417	EC
16393	BS
8306	SA
33645	EC
16464	BS
22524	BS
20878	BS
16557	BS
21050	EC
36284	BS
16603	SA
2198	BS
16768	BS
21048	KP
16822	SA
16838	EC
22020	KP
28227	EC
16956	BS
1730	BS
24833	EC
17014	BS
25183	EC
9026	EC
17184	BS
4184	EC
36818	KP
32750	BS
17728	EC
26972	KP
17244	KP
345	BS
17300	BS
17445	BS
17506	BS
7491	BS
24420	BS
30640	EC
17527	BS
17626	EC
17649	EC
8179	BS
17655	SA
3891	EC
1982	BS
22701	KP
6378	EC
17763	BS
27135	EC
17773	BS
1778	EC
8832	KP
28261	BS
26352	BS
20625	BS
1787	BS
17895	KP
23023	BS
17959	EC
2243	BS
18035	SA
1804	EC
18062	EC
33359	EC
291	BS
18087	SA
22904	BS
18092	SA
29766	EC
18129	KP
18136	EC
9885	EC
24905	BS
24405	BS
18861	EC
342	BS
27866	BS
25957	SA
18138	EC
4130	KP
31628	BS
18265	BS
5566	KP
3657	SA
26313	EC
24544	EC
22635	EC
18314	SA
18411	EC
18448	EC
21276	BS
1847	BS
18498	SA
18521	BS
18546	BS
18569	SA
30420	BS
19216	EC
9600	EC
18599	BS
6618	BS
22229	KP
18654	EC
5898	KP
24736	BS
18692	BS
18704	BS
18765	BS
4650	SA
18785	BS
28352	SA
1878	BS
18799	BS
5264	EC
18808	BS
2336	BS
18831	SA
20221	KP
18835	SA
22243	EC
18858	EC
4724	SA
18859	KP
9435	BS
5617	SA
25046	EC
18876	EC
24478	SA
18925	KP
18948	SA
9487	EC
18963	BS
19005	EC
19499	BS
19033	EC
28786	BS
19058	EC
25842	SA
19075	SA
32445	KP
30536	EC
19082	KP
26930	BS
19111	EC
19116	BS
19121	SA
21886	BS
19203	SA
19873	EC
1920	BS
19219	BS
19251	EC
6752	KP
26181	BS
19288	BS
19294	EC
7072	SA
31820	SA
19298	BS
19313	EC
19314	KP
31445	BS
19400	KP
19411	BS
20182	BS
19438	EC
2368	BS
19480	BS
21476	EC
33555	BS
19601	BS
1962	EC
19633	BS
25236	BS
19692	BS
19712	BS
21519	EC
19793	EC
19810	EC
35689	SA
21302	KP
19826	EC
976	EC
19840	EC
19857	SA
19867	EC
27325	BS
19872	BS
7967	BS
1990	SA
27372	KP
25463	BS
19910	KP
31989	EC
19944	BS
19953	BS
9809	EC
21352	EC
19966	BS
24922	KP
29346	EC
21460	KP
19984	EC
600	EC
24897	BS
20730	EC
6305	EC
35462	EC
20007	BS
20058	BS
2499	BS
6411	SA
20113	EC
28017	BS
20131	BS
20161	EC
20181	SA
201	BS
20235	BS
20257	SA
8534	SA
26054	BS
20327	SA
20345	BS
22851	EC
3502	KP
21022	EC
31192	SA
2035	KP
23020	BS
2928	EC
20448	BS
25316	BS
20532	EC
5377	SA
24215	EC
20537	BS
25328	BS
20544	SA
4938	EC
29503	BS
20549	SA
20557	BS
20576	EC
25376	EC
7996	SA
21698	SA
28478	BS
20592	BS
30017	BS
22564	BS
5589	BS
20609	BS
20666	SA
20691	BS
24525	BS
20707	BS
20757	KP
30138	BS
24594	BS
20776	BS
8844	EC
24455	BS
25913	SA
20777	EC
20798	KP
320	EC
20799	BS
4514	KP
22034	BS
24620	BS
20802	EC
20829	SA
20835	EC
24666	SA
20848	SA
23440	BS
29822	EC
20868	BS
21998	EC
20892	BS
2752	EC
24090	EC
26630	BS
24721	KP
20903	BS
241	EC
20939	BS
24622	EC
20953	SA
20969	BS
20988	SA
21008	BS
24092	EC
25410	SA
21024	BS
9234	SA
21027	SA
5418	BS
21029	SA
5729	EC
21090	BS
4193	KP
3602	KP
21122	SA
9442	SA
21235	SA
9718	BS
5650	BS
21261	BS
27040	EC
21313	EC
29276	BS
25458	BS
21390	BS
28914	EC
21869	BS
25687	BS
33998	BS
21520	SA
2686	EC
21524	BS
26339	KP
9762	EC
28600	EC
21555	EC
21564	KP
24141	SA
27548	BS
21571	BS
9795	SA
24815	BS
21588	BS
21590	EC
7912	KP
29250	SA
21614	BS
23543	SA
21634	EC
21705	SA
21712	EC
21723	BS
21738	BS
21772	EC
28823	KP
21778	SA
2178	BS
29707	EC
28389	KP
21821	EC
25537	SA
21859	KP
21901	EC
35105	BS
21925	EC
22002	SA
3188	BS
22026	EC
22082	EC
22192	BS
23299	SA
3386	SA
22224	EC
22245	BS
22264	SA
4772	SA
22292	SA
28064	SA
22337	EC
22338	BS
22340	SA
28070	BS
22343	BS
5488	BS
22417	BS
35964	KP
28145	SA
22418	BS
23536	KP
22430	BS
2340	KP
3595	EC
22433	EC
8736	SA
28165	BS
22438	SA
22454	EC
22474	EC
4963	EC
22483	EC
26207	BS
22529	BS
8834	BS
22536	EC
22539	EC
26226	EC
22548	EC
27712	BS
22576	EC
23697	BS
22591	BS
26275	SA
22597	SA
6077	KP
2259	SA
22610	EC
23719	BS
22613	EC
22618	EC
24801	BS
22630	KP
25250	BS
22768	SA
227	BS
7796	BS
26634	KP
22816	BS
22920	EC
22922	BS
34213	SA
22942	EC
32322	EC
22960	KP
6072	BS
23001	SA
23043	EC
25504	EC
32786	SA
23058	SA
6792	BS
25630	KP
23232	BS
23254	KP
32994	EC
23266	SA
3857	EC
23286	EC
31011	SA
25717	SA
24399	SA
23293	BS
23322	KP
2678	SA
23425	SA
23441	EC
23484	BS
5970	BS
23490	KP
23534	SA
23600	EC
23669	EC
27491	BS
23673	EC
24788	SA
29659	BS
23682	BS
29471	BS
23744	SA
23805	SA
23848	SA
31344	BS
23891	BS
4670	KP
26258	SA
3805	SA
2487	BS
23920	EC
35242	BS
23971	EC
25845	SA
24016	EC
24017	SA
24019	BS
4628	SA
35694	EC
24057	BS
26092	EC
24178	SA
25574	EC
24237	SA
24279	SA
24353	SA
28177	KP
24359	KP
2438	BS
24400	BS
24451	SA
8872	KP
24483	EC
29632	BS
24496	BS
26221	BS
24535	KP
28609	EC
24541	SA
24593	KP
24636	BS
24640	SA
25776	SA
24670	BS
31782	BS
2625	SA
24673	KP
7794	SA
3976	EC
24723	EC
24858	BS
24916	BS
34031	SA
24919	BS
25079	KP
35735	EC
2510	BS
34896	EC
25168	EC
3842	BS
29248	KP
25180	BS
2536	KP
25201	BS
25218	BS
25982	BS
25259	KP
7747	EC
25267	BS
3680	SA
25268	BS
25269	EC
25278	SA
25282	KP
25361	BS
25412	SA
25490	EC
25534	EC
25586	SA
25599	SA
6768	EC
25606	BS
25609	SA
25656	KP
25672	SA
25678	SA
25730	BS
29636	SA
25818	BS
35232	KP
29938	KP
25870	EC
2592	KP
25937	BS
31913	EC
30595	BS
26003	SA
4513	SA
2604	SA
26074	KP
2849	SA
26096	EC
26131	EC
26133	BS
2616	EC
4907	KP
3589	BS
26245	BS
4956	SA
26294	KP
26297	BS
7483	EC
26321	EC
3767	BS
26423	SA
26458	EC
28375	BS
26466	BS
8949	EC
2972	EC
26469	SA
26477	EC
4920	BS
26508	BS
26534	EC
26538	BS
3886	EC
26542	KP
26546	SA
28719	EC
26560	EC
26576	SA
26587	BS
26592	EC
3955	KP
26611	KP
26633	EC
29910	EC
26683	KP
28625	BS
26716	KP
26736	EC
26748	BS
26752	EC
26765	SA
26780	BS
36144	EC
26782	SA
32082	BS
26788	EC
26803	EC
26818	EC
7994	SA
26832	BS
28744	SA
26835	EC
26844	BS
26846	BS
2684	EC
26850	EC
26851	EC
31079	EC
26853	SA
26859	BS
31086	KP
26860	KP
36228	EC
28775	EC
26866	SA
26874	EC
9104	BS
26990	BS
34827	SA
27008	EC
27012	EC
27066	EC
9555	KP
27075	KP
32993	KP
27083	SA
9571	EC
27091	SA
36850	EC
27122	EC
27130	KP
27137	BS
4499	SA
27155	BS
27160	BS
9650	KP
7741	BS
27170	BS
27182	SA
27196	EC
8379	BS
3720	EC
27217	BS
8396	EC
27234	SA
27265	BS
27266	EC
27277	BS
27280	KP
27284	BS
27355	KP
27376	SA
8566	BS
4748	EC
27404	BS
9900	KP
27420	EC
27423	EC
27440	BS
27457	EC
33004	EC
2895	SA
27460	KP
27469	BS
2753	EC
27541	BS
2986	BS
27551	EC
2759	EC
27601	KP
27603	BS
27669	SA
27671	BS
27680	EC
27686	EC
27714	EC
27717	KP
27719	BS
27738	EC
27762	SA
2990	BS
27805	SA
29751	EC
27842	SA
30188	EC
27871	SA
27878	EC
27884	EC
4023	BS
27886	EC
27889	BS
27890	BS
27908	BS
27917	BS
27937	BS
424	BS
27948	EC
27972	KP
3436	BS
28001	SA
28004	EC
28015	EC
28092	BS
28113	SA
35941	BS
28122	EC
6834	SA
28172	BS
5569	SA
28225	BS
28228	SA
28267	SA
4771	EC
28268	SA
28271	BS
28280	SA
28284	KP
28330	EC
28333	KP
32008	BS
28373	SA
28429	BS
28456	SA
28476	BS
28524	BS
28529	EC
9697	SA
28535	EC
28545	KP
36003	SA
28550	EC
28576	BS
28597	BS
28612	EC
28622	BS
28627	BS
7889	BS
28636	BS
5984	KP
28640	EC
28668	SA
28680	BS
8849	EC
2872	KP
28731	KP
34033	EC
28739	KP
28749	BS
32150	SA
28765	BS
30243	EC
28767	EC
28817	BS
2881	EC
28867	EC
28913	EC
28936	KP
28941	KP
4029	EC
368	BS
33186	EC
28960	BS
2896	EC
2898	BS
28996	EC
9944	BS
33008	SA
2899	BS
29000	SA
8259	BS
29006	SA
9330	SA
